order_id,product_id,quantity_ordered,order_date,status,customer_id
253,848,6,14-08-2024,Shipped,4295
254,1197,7,08-08-2024,Canceled,513
255,1071,7,21-06-2024,Delivered,4663
256,843,3,01-02-2024,Pending,2165
257,4336,12,18-01-2024,Pending,1289
258,4019,7,16-07-2024,Canceled,130
259,1144,4,01-10-2024,Canceled,1922
260,1328,1,06-02-2024,Shipped,4101
261,3595,17,24-10-2024,Canceled,2539
262,4162,4,16-07-2024,Canceled,2669
263,65,2,04-06-2024,Shipped,2184
264,2190,18,17-03-2024,Canceled,2938
265,2842,9,26-02-2024,Canceled,2733
266,4502,10,13-02-2024,Delivered,2072
267,2993,17,03-04-2024,Shipped,16
268,2081,3,06-09-2024,Shipped,3235
269,3785,9,29-03-2024,Pending,4311
270,4466,1,22-06-2024,Canceled,164
271,2831,8,19-10-2024,Delivered,2063
272,4043,3,26-09-2024,Delivered,412
273,4525,8,03-05-2024,Delivered,3313
274,291,2,04-10-2024,Delivered,1099
275,3676,12,21-09-2024,Shipped,1913
276,1715,19,10-03-2024,Pending,3273
277,4947,6,01-02-2024,Pending,964
278,3926,6,29-10-2024,Canceled,1501
279,3459,16,10-04-2024,Canceled,3993
280,287,12,13-05-2024,Canceled,1180
281,4458,3,14-09-2024,Shipped,3583
282,4774,18,18-05-2024,Shipped,914
283,3372,4,27-04-2024,Delivered,3053
284,785,1,09-04-2024,Shipped,3979
285,3422,12,22-06-2024,Pending,1007
286,3387,2,20-02-2024,Delivered,1609
287,4745,1,29-02-2024,Pending,3821
288,731,18,04-07-2024,Delivered,378
289,2124,8,11-01-2024,Delivered,946
290,3490,20,04-10-2024,Canceled,2935
291,4857,12,20-01-2024,Shipped,2844
292,1250,8,12-04-2024,Shipped,2094
293,2025,17,19-07-2024,Pending,1699
294,2323,18,25-08-2024,Pending,2051
295,2423,20,21-09-2024,Delivered,4579
296,3694,7,04-09-2024,Pending,3261
297,1371,3,28-08-2024,Delivered,1996
298,1892,3,10-07-2024,Canceled,2669
299,1676,7,07-11-2024,Shipped,718
300,4871,8,12-04-2024,Canceled,3013
301,3281,12,26-10-2024,Delivered,932
302,2945,11,08-04-2024,Canceled,4678
303,2448,12,05-03-2024,Delivered,39
304,38,10,09-03-2024,Canceled,2708
305,3130,10,12-09-2024,Delivered,3227
306,2968,1,13-05-2024,Pending,854
307,3670,14,26-08-2024,Canceled,373
308,2994,8,22-09-2024,Pending,1650
309,3025,7,24-06-2024,Pending,3524
310,2826,12,18-03-2024,Pending,195
311,2459,19,13-01-2024,Delivered,4875
312,1918,9,25-03-2024,Shipped,1063
313,771,12,09-07-2024,Delivered,2070
314,3219,10,08-04-2024,Canceled,2899
315,2621,4,19-07-2024,Shipped,2878
316,177,3,08-11-2024,Canceled,4886
317,1537,5,21-05-2024,Canceled,4901
318,3871,12,08-09-2024,Pending,1515
319,1443,4,21-01-2024,Shipped,2421
320,2833,18,22-07-2024,Shipped,263
321,4380,6,23-03-2024,Delivered,2910
322,2680,7,31-10-2024,Shipped,4630
323,2176,15,19-06-2024,Canceled,1198
324,2794,14,14-04-2024,Canceled,4537
325,4215,20,27-03-2024,Pending,2360
326,4635,9,26-02-2024,Canceled,282
327,3205,9,12-10-2024,Delivered,3736
328,1748,17,20-01-2024,Shipped,3118
329,4230,10,18-10-2024,Shipped,3714
330,3986,19,21-01-2024,Shipped,3924
331,4953,19,04-06-2024,Shipped,1598
332,120,12,12-09-2024,Delivered,3708
333,73,3,02-01-2024,Shipped,2691
334,1306,17,08-09-2024,Canceled,2420
335,4031,15,30-10-2024,Delivered,2669
336,1874,10,01-08-2024,Pending,1726
337,1261,2,05-04-2024,Shipped,1182
338,280,2,01-01-2024,Shipped,1889
339,2843,19,05-09-2024,Shipped,109
340,4065,19,25-06-2024,Canceled,1422
341,2948,12,08-07-2024,Shipped,229
342,3328,14,04-04-2024,Pending,4271
343,4214,5,17-06-2024,Delivered,1843
344,3626,20,16-10-2024,Delivered,2634
345,2672,7,14-09-2024,Canceled,3094
346,168,9,28-05-2024,Pending,3306
347,467,19,06-07-2024,Pending,2302
348,336,17,22-10-2024,Pending,2434
349,3336,14,21-05-2024,Pending,726
350,4484,7,16-07-2024,Canceled,1792
351,3941,10,18-05-2024,Delivered,2561
352,3586,14,13-08-2024,Pending,2220
353,2277,4,20-07-2024,Canceled,3030
354,3132,10,20-06-2024,Pending,2421
355,3835,11,07-07-2024,Shipped,3208
356,1663,11,06-02-2024,Canceled,2775
357,1003,17,09-10-2024,Canceled,1588
358,4887,9,11-10-2024,Delivered,2668
359,1518,15,12-10-2024,Pending,3959
360,47,3,03-05-2024,Delivered,4517
361,3291,5,30-06-2024,Canceled,1436
362,1498,3,01-04-2024,Delivered,1582
363,4309,4,28-03-2024,Shipped,2375
364,4307,17,31-03-2024,Delivered,1276
365,4352,14,09-05-2024,Canceled,3380
366,4147,16,27-03-2024,Shipped,1761
367,3853,12,13-07-2024,Delivered,1742
368,3492,5,23-03-2024,Delivered,3526
369,3292,9,12-07-2024,Delivered,4499
370,2735,15,24-10-2024,Shipped,187
371,2468,9,17-08-2024,Canceled,2683
372,1832,16,15-01-2024,Pending,2169
373,4631,17,12-03-2024,Canceled,851
374,3187,1,05-04-2024,Canceled,3468
375,3545,12,26-07-2024,Pending,2838
376,2673,16,07-10-2024,Shipped,3543
377,2674,1,17-10-2024,Shipped,3353
378,521,13,17-08-2024,Pending,4769
379,267,10,23-04-2024,Shipped,4069
380,996,20,30-10-2024,Pending,3849
381,1667,6,19-09-2024,Shipped,4471
382,468,12,22-01-2024,Delivered,1316
383,3638,7,06-05-2024,Pending,971
384,2346,20,18-06-2024,Delivered,3383
385,650,8,18-08-2024,Canceled,2396
386,3618,11,11-10-2024,Delivered,2384
387,4788,7,22-04-2024,Pending,3048
388,3848,5,20-09-2024,Canceled,2561
389,305,13,27-06-2024,Canceled,3849
390,1680,6,27-05-2024,Shipped,1155
391,1947,14,22-10-2024,Shipped,1867
392,924,12,10-02-2024,Pending,3196
393,4853,7,25-08-2024,Shipped,4802
394,584,7,06-03-2024,Pending,4448
395,2343,16,28-06-2024,Delivered,2962
396,2968,10,13-10-2024,Canceled,1066
397,3185,18,22-07-2024,Delivered,291
398,992,16,16-02-2024,Pending,2940
399,1113,1,29-02-2024,Pending,234
400,1208,20,15-10-2024,Shipped,1791
401,4253,2,19-09-2024,Pending,621
402,2342,15,18-01-2024,Canceled,1318
403,4542,10,28-06-2024,Delivered,3635
404,513,14,23-08-2024,Shipped,2726
405,3524,18,02-09-2024,Canceled,4196
406,1504,15,04-06-2024,Shipped,1410
407,334,7,01-03-2024,Pending,3980
408,4095,13,18-04-2024,Canceled,754
409,2522,6,29-07-2024,Shipped,2772
410,2844,18,14-01-2024,Pending,3949
411,4199,8,11-08-2024,Canceled,1070
412,4563,8,05-11-2024,Shipped,890
413,2540,19,26-08-2024,Canceled,4888
414,4754,5,17-05-2024,Delivered,1677
415,1413,15,02-03-2024,Canceled,1545
416,3273,13,03-03-2024,Shipped,4519
417,4494,1,11-04-2024,Shipped,2234
418,1206,20,12-09-2024,Canceled,1548
419,3179,17,21-02-2024,Pending,1765
420,158,11,19-10-2024,Pending,3971
421,2992,5,25-06-2024,Delivered,3138
422,1583,6,07-05-2024,Delivered,3202
423,1248,18,14-06-2024,Delivered,1197
424,956,2,14-02-2024,Pending,219
425,2076,1,23-06-2024,Canceled,915
426,3725,10,05-10-2024,Pending,4080
427,2209,4,05-04-2024,Shipped,4186
428,902,19,22-06-2024,Pending,3152
429,895,20,28-02-2024,Shipped,4578
430,2830,18,22-01-2024,Canceled,3552
431,2356,8,31-01-2024,Delivered,3670
432,2092,16,03-07-2024,Shipped,3098
433,3191,7,09-10-2024,Shipped,1766
434,2544,15,26-09-2024,Shipped,1150
435,1890,17,09-01-2024,Canceled,4613
436,1786,15,25-01-2024,Shipped,4906
437,4229,5,13-02-2024,Pending,500
438,957,10,22-06-2024,Canceled,3510
439,2437,11,04-05-2024,Shipped,2351
440,3645,14,04-09-2024,Canceled,3062
441,1797,3,08-05-2024,Pending,1832
442,723,16,09-05-2024,Pending,2682
443,2476,13,26-09-2024,Canceled,3492
444,4207,16,01-06-2024,Shipped,2114
445,2422,13,25-06-2024,Canceled,3331
446,1349,10,27-06-2024,Canceled,4669
447,3690,2,24-04-2024,Shipped,2286
448,4302,2,05-07-2024,Pending,4767
449,4363,7,06-04-2024,Delivered,1882
450,4062,5,23-05-2024,Canceled,2203
451,1796,3,13-02-2024,Delivered,598
452,4536,19,17-01-2024,Canceled,3777
453,2196,13,11-06-2024,Pending,4271
454,474,10,25-06-2024,Canceled,490
455,3234,2,04-10-2024,Delivered,1941
456,4317,2,27-04-2024,Pending,2053
457,4971,18,25-04-2024,Shipped,4401
458,3982,20,11-04-2024,Pending,2529
459,1509,14,25-09-2024,Canceled,3346
460,1596,15,22-08-2024,Delivered,3724
461,1153,6,02-11-2024,Pending,2538
462,4967,1,23-08-2024,Canceled,320
463,708,8,02-11-2024,Canceled,3809
464,836,19,16-07-2024,Delivered,1065
465,3900,20,06-08-2024,Canceled,3427
466,919,8,17-01-2024,Pending,512
467,3006,16,01-11-2024,Shipped,842
468,4197,14,02-10-2024,Delivered,99
469,4086,18,09-07-2024,Delivered,4778
470,3859,20,18-02-2024,Delivered,3670
471,4758,1,29-09-2024,Shipped,1173
472,3042,3,03-06-2024,Delivered,1905
473,1816,6,08-07-2024,Pending,4696
474,3509,20,31-08-2024,Pending,2536
475,1883,4,09-07-2024,Pending,979
476,2640,10,20-07-2024,Delivered,3041
477,1234,6,13-10-2024,Pending,1599
478,4112,16,03-10-2024,Delivered,1029
479,1510,19,19-07-2024,Canceled,3889
480,2842,17,21-01-2024,Pending,2257
481,3260,10,01-04-2024,Canceled,2985
482,2650,13,08-01-2024,Pending,1170
483,3560,18,05-03-2024,Delivered,916
484,688,5,21-04-2024,Delivered,4548
485,4324,18,18-10-2024,Pending,294
486,3849,20,11-08-2024,Canceled,2141
487,111,10,22-02-2024,Pending,4764
488,4833,5,26-03-2024,Delivered,4456
489,1641,18,18-09-2024,Canceled,1039
490,4673,13,19-09-2024,Delivered,4625
491,1542,6,10-10-2024,Canceled,2301
492,4901,6,01-01-2024,Delivered,3501
493,4206,18,04-01-2024,Canceled,3912
494,2349,9,05-08-2024,Shipped,2707
495,1437,16,24-03-2024,Pending,4472
496,2136,9,28-03-2024,Delivered,1721
497,3225,3,27-04-2024,Delivered,4045
498,1360,17,16-02-2024,Delivered,87
499,2406,6,26-07-2024,Pending,105
500,3744,13,05-07-2024,Delivered,1257
501,323,1,08-11-2024,Shipped,3418
502,4716,13,16-02-2024,Canceled,3670
503,4948,18,29-10-2024,Canceled,4393
504,3330,16,04-05-2024,Canceled,448
505,4675,15,01-10-2024,Canceled,730
506,3908,5,01-05-2024,Delivered,641
507,90,19,02-11-2024,Shipped,4425
508,1626,15,22-09-2024,Shipped,678
509,1286,14,08-01-2024,Pending,1730
510,4500,3,17-03-2024,Canceled,1654
511,1739,19,27-08-2024,Canceled,895
512,1409,17,30-08-2024,Delivered,2707
513,539,14,16-03-2024,Pending,4340
514,409,8,22-01-2024,Pending,1240
515,4713,13,28-10-2024,Delivered,169
516,3821,12,30-03-2024,Shipped,4477
517,4765,11,16-07-2024,Pending,3757
518,2773,15,04-01-2024,Shipped,1929
519,2406,16,14-03-2024,Shipped,4667
520,4433,1,18-10-2024,Pending,2665
521,2237,16,23-05-2024,Delivered,1727
522,1986,13,14-04-2024,Pending,4716
523,362,4,20-03-2024,Canceled,3927
524,2192,5,10-02-2024,Pending,1334
525,1260,6,06-04-2024,Canceled,564
526,905,16,20-06-2024,Canceled,4158
527,544,15,12-10-2024,Pending,2461
528,2351,20,26-03-2024,Shipped,3850
529,2360,19,12-02-2024,Shipped,2047
530,1533,5,28-02-2024,Pending,2149
531,3454,4,03-10-2024,Shipped,291
532,452,17,09-08-2024,Canceled,2768
533,639,18,23-05-2024,Canceled,3424
534,1394,16,05-11-2024,Delivered,2710
535,871,20,26-09-2024,Pending,2338
536,2479,11,12-01-2024,Pending,4319
537,4033,8,04-11-2024,Pending,1986
538,2616,8,27-10-2024,Canceled,767
539,4293,2,15-04-2024,Canceled,4754
540,2229,15,01-08-2024,Canceled,3717
541,2152,18,18-07-2024,Pending,568
542,2909,10,31-08-2024,Pending,4676
543,462,17,11-10-2024,Delivered,3663
544,1312,8,30-07-2024,Canceled,3461
545,2220,9,12-02-2024,Canceled,2761
546,342,4,26-10-2024,Pending,3030
547,4738,4,27-08-2024,Pending,1290
548,57,8,29-07-2024,Shipped,240
549,1462,1,12-07-2024,Pending,920
550,3575,17,29-09-2024,Shipped,2737
551,4213,10,21-05-2024,Pending,4378
552,1038,16,07-08-2024,Canceled,250
553,1301,19,07-08-2024,Pending,3877
554,2649,2,28-06-2024,Pending,2076
555,2988,10,29-03-2024,Shipped,3185
556,838,14,23-02-2024,Pending,4204
557,374,5,26-09-2024,Pending,4267
558,2784,6,09-03-2024,Shipped,193
559,1787,17,06-09-2024,Pending,3322
560,461,18,14-08-2024,Delivered,4645
561,3183,8,21-02-2024,Canceled,1500
562,1802,17,05-07-2024,Delivered,4694
563,1515,4,22-07-2024,Shipped,2992
564,3239,17,16-01-2024,Shipped,2648
565,4888,18,29-08-2024,Shipped,3738
566,3896,5,17-08-2024,Delivered,2218
567,4745,5,25-02-2024,Shipped,4030
568,409,9,21-07-2024,Pending,2343
569,4552,20,01-04-2024,Pending,2821
570,2899,20,07-11-2024,Pending,3303
571,540,3,29-09-2024,Pending,4131
572,3146,7,14-09-2024,Pending,4953
573,4717,8,11-08-2024,Pending,3380
574,4806,5,28-07-2024,Shipped,4629
575,4120,16,02-06-2024,Canceled,1088
576,925,19,22-03-2024,Shipped,3971
577,982,15,12-08-2024,Canceled,4599
578,975,8,06-02-2024,Pending,238
579,1818,13,01-09-2024,Canceled,4444
580,894,16,16-01-2024,Canceled,2558
581,1693,2,11-06-2024,Shipped,4166
582,1460,8,10-03-2024,Canceled,1018
583,1504,12,13-01-2024,Canceled,4130
584,2091,10,17-04-2024,Delivered,2781
585,1559,14,15-06-2024,Canceled,1100
586,1658,11,27-06-2024,Shipped,2835
587,1420,4,06-08-2024,Pending,1494
588,1010,17,10-06-2024,Shipped,1810
589,3791,9,17-03-2024,Shipped,4283
590,1558,1,16-01-2024,Canceled,4517
591,3943,12,25-10-2024,Pending,707
592,1487,13,27-03-2024,Canceled,844
593,4591,14,29-07-2024,Delivered,3739
594,1892,19,25-01-2024,Canceled,326
595,2840,9,30-05-2024,Delivered,4117
596,1383,19,12-08-2024,Pending,3908
597,3431,2,27-01-2024,Shipped,3792
598,2657,14,09-08-2024,Delivered,2849
599,1952,9,20-10-2024,Pending,2417
600,4863,20,09-04-2024,Delivered,125
601,4033,20,30-07-2024,Delivered,1289
602,2139,5,01-06-2024,Shipped,2617
603,3899,8,05-07-2024,Canceled,1687
604,1784,14,16-01-2024,Shipped,3618
605,1647,19,30-06-2024,Canceled,3711
606,2150,2,09-09-2024,Canceled,810
607,4493,10,27-05-2024,Canceled,232
608,957,5,28-09-2024,Shipped,4259
609,1969,6,25-08-2024,Canceled,3307
610,3277,18,27-07-2024,Delivered,3305
611,2747,3,18-10-2024,Delivered,1635
612,2886,13,07-06-2024,Canceled,4689
613,4716,4,09-04-2024,Shipped,501
614,4022,4,15-04-2024,Pending,2859
615,232,8,16-04-2024,Shipped,4764
616,1776,14,15-08-2024,Delivered,1982
617,221,18,25-01-2024,Pending,769
618,35,11,16-02-2024,Canceled,1007
619,3070,8,30-07-2024,Canceled,2076
620,1534,11,16-05-2024,Canceled,3056
621,541,12,01-02-2024,Pending,2377
622,1233,6,17-01-2024,Canceled,780
623,982,4,11-02-2024,Canceled,1342
624,1898,1,13-05-2024,Pending,2794
625,4381,5,12-04-2024,Shipped,4644
626,2453,3,16-09-2024,Canceled,1103
627,1825,20,05-03-2024,Canceled,501
628,1428,1,20-06-2024,Shipped,4487
629,2615,8,29-10-2024,Canceled,2997
630,1503,11,09-03-2024,Shipped,3290
631,4086,6,05-05-2024,Shipped,3336
632,2921,11,09-05-2024,Delivered,3062
633,4160,12,27-06-2024,Delivered,1479
634,1971,3,29-03-2024,Canceled,3601
635,784,20,06-01-2024,Shipped,4467
636,3056,13,13-10-2024,Shipped,1825
637,1568,10,09-02-2024,Delivered,684
638,4736,17,14-07-2024,Shipped,1384
639,1536,16,17-10-2024,Pending,150
640,1776,16,19-01-2024,Pending,4106
641,2238,7,23-07-2024,Delivered,3673
642,56,18,10-07-2024,Canceled,3796
643,2541,16,22-02-2024,Pending,4185
644,2308,16,11-05-2024,Pending,838
645,2544,20,14-07-2024,Pending,1148
646,198,17,27-04-2024,Shipped,2473
647,3833,16,09-03-2024,Delivered,1360
648,4774,10,28-03-2024,Shipped,4612
649,4933,1,07-01-2024,Delivered,3820
650,4927,8,20-02-2024,Pending,2998
651,3840,7,03-03-2024,Pending,929
652,1647,14,05-09-2024,Pending,4876
653,100,8,11-10-2024,Canceled,3243
