product_id,product_name,category,price,reorder_level
421,Smartwatch,Electronics,341.54,13
422,TV Stand,Furniture,433.16,18
423,Tennis Racket,Sports,302.52,42
424,Yoga Mat,Sports,45.09,33
425,Wardrobe,Furniture,310.75,12
426,Belt,Clothing,42.42,18
427,Stapler,Office Supplies,201.98,41
428,TV Stand,Furniture,465.19,25
429,Sneakers,Clothing,30.16,30
430,Dining Table,Furniture,201.83,48
431,Gaming Console,Electronics,25.89,40
432,Smartphone,Electronics,208.73,35
433,Jeans,Clothing,26.27,20
434,Basketball Hoop,Sports,394.96,18
435,Gaming Console,Electronics,323.03,24
436,Hoodie,Clothing,405.43,35
437,Gaming Console,Electronics,379.11,49
438,Bicycle,Sports,218.25,18
439,Sneakers,Clothing,232.27,45
440,Hat,Clothing,343.02,48
441,Whiteboard,Office Supplies,78.42,22
442,Wardrobe,Furniture,331.03,37
443,Dumbbell,Sports,46.65,41
444,Gym Bag,Sports,418.5,34
445,TV Stand,Furniture,349.57,39
446,Sneakers,Clothing,405.25,20
447,Jeans,Clothing,233.68,10
448,Laptop,Electronics,171.5,32
449,Gaming Console,Electronics,226.63,38
450,TV Stand,Furniture,451.52,26
451,Running Shoes,Sports,464.51,27
452,Wardrobe,Furniture,37.64,19
453,Bicycle,Sports,480.82,16
454,Jacket,Clothing,136.45,43
455,Notebook,Office Supplies,246.33,37
456,Television,Electronics,395.23,35
457,Football,Sports,209.95,26
458,Television,Electronics,126.91,38
459,Hat,Clothing,347.98,36
460,Notebook,Office Supplies,210.65,17
461,Smartwatch,Electronics,66.38,11
462,Gaming Console,Electronics,227.62,45
463,Desk Organizer,Office Supplies,10.7,46
464,Jeans,Clothing,299.26,33
465,Printer Paper,Office Supplies,317.12,26
466,T-Shirt,Clothing,94.54,25
467,Notebook,Office Supplies,31.93,16
468,Desk Organizer,Office Supplies,115.65,41
469,File Folder,Office Supplies,136.32,26
470,Coffee Table,Furniture,11.52,14
471,Belt,Clothing,200.09,19
472,Laptop,Electronics,315.08,32
473,Running Shoes,Sports,146.25,30
474,Printer Paper,Office Supplies,353.01,28
475,Digital Camera,Electronics,122.94,19
476,Stapler,Office Supplies,358.91,12
477,Stapler,Office Supplies,316.61,48
478,Ink Cartridge,Office Supplies,106.85,41
479,Hat,Clothing,227.71,13
480,Coffee Table,Furniture,269.44,35
481,Dumbbell,Sports,28.96,47
482,Television,Electronics,437.52,20
483,Stapler,Office Supplies,496.35,49
484,Office Chair,Furniture,155.58,21
485,Running Shoes,Sports,147.25,40
486,Printer Paper,Office Supplies,205.04,20
487,Yoga Mat,Sports,99.58,50
488,Coffee Table,Furniture,230.38,23
489,TV Stand,Furniture,54.22,28
490,Hoodie,Clothing,106.3,19
491,Television,Electronics,11.51,19
492,Sofa,Furniture,443.32,22
493,Yoga Mat,Sports,176.82,39
494,Whiteboard,Office Supplies,370.39,19
495,Power Bank,Electronics,401.27,47
496,Bluetooth Headphones,Electronics,296.29,22
497,Office Chair,Furniture,235.09,40
498,Football,Sports,190.59,35
499,Pen,Office Supplies,320.24,23
500,Wardrobe,Furniture,475.37,11
501,Jeans,Clothing,184.7,37
502,Printer Paper,Office Supplies,209.98,24
503,Dress,Clothing,448.71,16
504,Belt,Clothing,125.25,50
505,Gym Bag,Sports,132.81,35
506,Power Bank,Electronics,189.96,12
507,Printer Paper,Office Supplies,248.48,33
508,Hoodie,Clothing,366.72,24
509,Ink Cartridge,Office Supplies,486.82,49
510,Sneakers,Clothing,491.69,44
511,Dumbbell,Sports,427.38,42
512,Bookshelf,Furniture,261.52,46
513,Wardrobe,Furniture,76.56,18
514,Ink Cartridge,Office Supplies,358.83,27
515,Basketball Hoop,Sports,73.52,18
516,Jeans,Clothing,194.98,50
517,Smartphone,Electronics,293.16,20
518,Yoga Mat,Sports,69.82,21
519,Running Shoes,Sports,277.53,50
520,Bookshelf,Furniture,173.77,20
521,Bicycle,Sports,215.72,30
522,Football,Sports,213.28,22
523,Jacket,Clothing,227.61,37
524,Jeans,Clothing,52.61,12
525,Tennis Racket,Sports,52.57,49
526,Printer Paper,Office Supplies,9.6,14
527,Dress,Clothing,456.48,13
528,Smartwatch,Electronics,130.93,12
529,Bookshelf,Furniture,254.99,42
530,Hoodie,Clothing,411.65,30
531,T-Shirt,Clothing,455.67,18
532,Pen,Office Supplies,355.5,31
533,Sofa,Furniture,209.04,22
534,Bookshelf,Furniture,212.69,43
535,Sofa,Furniture,346.24,34
536,Bookshelf,Furniture,310.91,26
537,Pen,Office Supplies,150.94,37
538,Dress,Clothing,185.97,15
539,Printer Paper,Office Supplies,138.09,21
540,Pen,Office Supplies,285.76,24
541,Gaming Console,Electronics,345.61,26
542,Smartphone,Electronics,19.34,10
543,Wardrobe,Furniture,183.39,23
544,File Folder,Office Supplies,268.07,32
545,Belt,Clothing,13.91,27
546,File Folder,Office Supplies,119.65,12
547,Stapler,Office Supplies,467.13,30
548,Laptop,Electronics,242.58,11
549,Belt,Clothing,243.51,41
550,Hoodie,Clothing,289.06,30
551,Running Shoes,Sports,331.42,20
552,Wardrobe,Furniture,118.61,40
553,Smartwatch,Electronics,179.14,44
554,Printer Paper,Office Supplies,406.01,49
555,Gaming Console,Electronics,34.56,50
556,Wardrobe,Furniture,293.14,32
557,Tennis Racket,Sports,375.86,22
558,Dining Table,Furniture,453.33,35
559,Bed,Furniture,415.85,12
560,Digital Camera,Electronics,171.37,46
561,Hat,Clothing,157.98,50
562,Bed,Furniture,356.85,42
563,Sneakers,Clothing,189.78,22
564,Pen,Office Supplies,298.74,24
565,Sofa,Furniture,254.25,17
566,Wardrobe,Furniture,205.57,16
567,Hoodie,Clothing,143.27,27
568,Digital Camera,Electronics,141.79,11
569,Gym Bag,Sports,13.62,45
570,Desk Organizer,Office Supplies,125.2,24
571,Dumbbell,Sports,487.06,44
572,Laptop,Electronics,450.96,47
573,Hat,Clothing,273.41,40
574,Dining Table,Furniture,99.15,41
575,Wardrobe,Furniture,345.37,31
576,Hoodie,Clothing,327.05,47
577,Gym Bag,Sports,178.13,30
578,File Folder,Office Supplies,415.64,11
579,Jacket,Clothing,314.37,24
580,Yoga Mat,Sports,18.31,21
581,Bluetooth Headphones,Electronics,213.91,39
582,Whiteboard,Office Supplies,290.76,38
583,Stapler,Office Supplies,273.64,47
584,Printer Paper,Office Supplies,266.86,47
585,TV Stand,Furniture,420.02,35
586,Running Shoes,Sports,375.64,28
587,Football,Sports,70.27,13
588,Hat,Clothing,482.79,17
589,File Folder,Office Supplies,308.76,33
590,Wardrobe,Furniture,465.68,36
591,Jacket,Clothing,440.88,48
592,Tennis Racket,Sports,428.06,11
593,Bed,Furniture,157.35,41
594,Smartphone,Electronics,481.83,15
595,Ink Cartridge,Office Supplies,249.84,26
596,Jacket,Clothing,424.92,40
597,Jeans,Clothing,171.79,17
598,Smartwatch,Electronics,232.42,49
599,Bluetooth Headphones,Electronics,387.02,13
600,Laptop,Electronics,373.82,18
601,Power Bank,Electronics,407.69,26
602,Notebook,Office Supplies,252.38,23
603,Pen,Office Supplies,33.86,37
604,Yoga Mat,Sports,219.69,26
605,Sofa,Furniture,348.61,34
606,Gym Bag,Sports,333.46,18
607,TV Stand,Furniture,398.53,19
608,Smartwatch,Electronics,478.48,32
609,Hat,Clothing,399.41,10
610,Ink Cartridge,Office Supplies,21.41,37
611,Gaming Console,Electronics,133.76,31
612,Yoga Mat,Sports,161.98,15
613,Ink Cartridge,Office Supplies,239.24,27
614,Basketball Hoop,Sports,284.64,26
615,Football,Sports,131.65,16
616,Tennis Racket,Sports,292.51,24
617,Coffee Table,Furniture,348.04,48
618,Sneakers,Clothing,40.6,38
619,File Folder,Office Supplies,469.18,46
620,Bed,Furniture,354.34,40
621,Tennis Racket,Sports,189.18,37
622,Football,Sports,227.87,39
623,Yoga Mat,Sports,473.88,10
624,Jacket,Clothing,405.66,14
625,Bookshelf,Furniture,14.84,18
626,File Folder,Office Supplies,402.28,42
627,Digital Camera,Electronics,489.42,31
628,Gym Bag,Sports,416.39,16
629,Wardrobe,Furniture,467.11,32
630,Yoga Mat,Sports,171.48,40
631,Jeans,Clothing,443.65,37
632,Dining Table,Furniture,339.42,45
633,Whiteboard,Office Supplies,362.29,41
634,Dress,Clothing,402.13,25
635,Jeans,Clothing,136.18,27
636,Bed,Furniture,369.36,18
637,Jacket,Clothing,29.13,29
638,T-Shirt,Clothing,74.58,48
639,Gym Bag,Sports,442.98,50
640,Office Chair,Furniture,75.4,31
641,Whiteboard,Office Supplies,407.99,14
642,Football,Sports,439.07,48
643,Stapler,Office Supplies,441.43,47
644,Jacket,Clothing,177.04,37
645,Jacket,Clothing,147.78,36
646,Running Shoes,Sports,343.43,20
647,Bicycle,Sports,412.62,24
648,Yoga Mat,Sports,215.28,18
649,Gym Bag,Sports,278.33,25
650,Dumbbell,Sports,98.68,37
651,Tennis Racket,Sports,484.57,26
652,Laptop,Electronics,419.64,27
653,Jacket,Clothing,426.42,37
654,Tennis Racket,Sports,209.44,37
655,Gym Bag,Sports,316.61,14
656,Dress,Clothing,161.58,33
657,Coffee Table,Furniture,473.16,28
658,Sofa,Furniture,30.59,11
659,Bicycle,Sports,151.91,24
660,Bicycle,Sports,303.41,36
661,Stapler,Office Supplies,77.55,41
662,Stapler,Office Supplies,411.68,20
663,Power Bank,Electronics,172.36,23
664,Ink Cartridge,Office Supplies,326.54,19
665,Digital Camera,Electronics,191.86,42
666,T-Shirt,Clothing,305.37,35
667,Bed,Furniture,472.6,29
668,Tennis Racket,Sports,444.9,30
669,Sofa,Furniture,247.39,16
670,Laptop,Electronics,312.97,23
671,Dining Table,Furniture,472.84,48
672,File Folder,Office Supplies,478.4,46
673,Jeans,Clothing,165.61,41
674,Stapler,Office Supplies,435.18,28
675,Desk Organizer,Office Supplies,471.36,42
676,Basketball Hoop,Sports,91.48,16
677,Jacket,Clothing,319.47,41
678,Belt,Clothing,438.07,43
679,Printer Paper,Office Supplies,41.03,46
680,Gym Bag,Sports,419.7,19
681,Smartphone,Electronics,79.86,40
682,Whiteboard,Office Supplies,324.75,11
683,Wardrobe,Furniture,190.07,34
684,Bluetooth Headphones,Electronics,152.35,29
685,TV Stand,Furniture,224.84,10
686,Gym Bag,Sports,372.55,35
687,Whiteboard,Office Supplies,61.82,37
688,Coffee Table,Furniture,46.29,35
689,Power Bank,Electronics,70.67,13
690,Basketball Hoop,Sports,256.12,19
691,Jeans,Clothing,219.39,17
692,Hoodie,Clothing,306.58,50
693,Gaming Console,Electronics,91.49,41
694,Pen,Office Supplies,386.59,50
695,Desk Organizer,Office Supplies,342.54,50
696,Office Chair,Furniture,325.12,31
697,Desk Organizer,Office Supplies,339.34,39
698,Hoodie,Clothing,128.87,12
699,Pen,Office Supplies,176.16,10
700,Coffee Table,Furniture,203.9,24
701,Digital Camera,Electronics,235.16,15
702,Jacket,Clothing,286.34,34
703,Jacket,Clothing,309.24,16
704,Yoga Mat,Sports,293.92,34
705,Pen,Office Supplies,270.31,23
706,Wardrobe,Furniture,31.62,37
707,Coffee Table,Furniture,252.39,37
708,Digital Camera,Electronics,427.84,35
709,Desk Organizer,Office Supplies,123.65,11
710,Yoga Mat,Sports,214.78,45
711,Yoga Mat,Sports,21.19,45
712,Hat,Clothing,72.19,42
713,Digital Camera,Electronics,170.93,18
714,Desk Organizer,Office Supplies,196.54,34
715,Gym Bag,Sports,56.88,18
716,Dumbbell,Sports,250.48,29
717,Dining Table,Furniture,320.89,48
718,Pen,Office Supplies,125.9,12
719,Running Shoes,Sports,286.13,40
720,Desk Organizer,Office Supplies,320.64,10
721,Running Shoes,Sports,421.89,41
722,File Folder,Office Supplies,194.74,39
723,T-Shirt,Clothing,201.16,25
724,Pen,Office Supplies,279.67,14
